,0,1,2,3,4
0,0.13949855823200208,0.7274808780844974,0.14520381926739445,0.7568950792666082,0.163495851510005
1,0.7051540127616803,0.8684110358848709,0.4022959188983981,0.2390704499227989,0.9171612610827108
2,0.25350247058137365,0.03166703249364189,0.09292378430635595,0.19079260185220703,0.3014921071839328
3,0.3821649085780716,0.6750341238743574,0.8753191591973408,0.8552928462323601,0.6404377151758146
4,0.39711373894987245,0.2077684308054275,0.26332217704422256,0.6557274252759289,0.01159658626113591
5,0.270190809436889,0.8418596821455824,0.6607584180855599,0.3813799050440567,0.29781230639509815
6,0.7465303076371664,0.9532845322793352,0.6912740069936703,0.6674404903189077,0.8500781396058096
7,0.6803977823690925,0.987273136701802,0.5164564742976242,0.6740244865180115,0.712741092179318
8,0.00029258165390377844,0.995020664456491,0.5864128480515138,0.7484157841712737,0.5934851662462004
9,0.1422637749897151,0.04017157857583675,0.35709346810746523,0.15149252420335502,0.35326574396385746
10,0.7210663572370899,0.8732507854156661,0.8209660362694501,0.10483270190326954,0.01636851654023752
11,0.8263601001729002,0.5115691501167874,0.6756952134961268,0.9811489571750834,0.9703869572513889
12,0.6298945273764611,0.0983446310030891,0.7554681068701039,0.6552625819563652,0.9097132701892862
13,0.8226859946706093,0.37249717299320095,0.6019671631903715,0.6857798903483509,0.7580360369200508
14,0.1573670641211773,0.24031596499490004,0.05656350166450408,0.5829064541598133,0.08345638500846475
15,0.6148882547073998,0.3285659988821349,0.3606645264335592,0.8845556559241436,0.5281084053760249
16,0.5129582131955966,0.9236899765753083,0.4857450207111921,0.784907872358449,0.9198534457914587
17,0.2127279465842662,0.6712690601104124,0.25884055114790583,0.5117417011863659,0.976640808309498
18,0.4796555392006262,0.08667913568639518,0.9652193942126158,0.6842238438213234,0.2778519166526803
19,0.8847669007358792,0.9135589131889956,0.6855218450343543,0.4173720448086202,0.6228852186165179
20,0.8103290076769,0.6428739758111497,0.36076043369659283,0.3545226387547601,0.578115703897568
21,0.875766908356914,0.6157830416542757,0.9321146426266367,0.5725143503443727,0.09187876594333555
22,0.26830742964823306,0.9101911244466523,0.5508483564737849,0.8131515086787687,0.6182203682762889
23,0.5602519246326221,0.6267613491320252,0.9414613333884307,0.9178687681242281,0.40161980818777465
24,0.5345900965560242,0.46845348892602134,0.18362800943847135,0.7365499891961483,0.5801941578708695
25,0.3270073907145781,0.6495750925871849,0.705990938925905,0.7212659029471282,0.8310870874934498
26,0.1429965878364683,0.6869489409517688,0.5539876927664151,0.02184197123980469,0.511298621802519
27,0.24739872918844685,0.28160696192115675,0.5934507754619793,0.6292072985774836,0.020215923198483532
28,0.26007707052293305,0.036427722321060174,0.5023135847404511,0.7613810044515753,0.5085419718503313
29,0.9606574815533204,0.23793100565087766,0.6943457738588152,0.9845158147546405,0.8608167382617032
30,0.254270669284166,0.26279918953925974,0.3444652105263626,0.08984405285134944,0.7550606764604159
31,0.942054395538682,0.7257359882503738,0.5993852809957523,0.6685178878202607,0.29036536502170207
32,0.06597157043086266,0.2077254792638632,0.7777779745995395,0.22694610948237892,0.7069423298104198
